employee_id,department,job_role,gender,age,years_at_company,monthly_salary,annual_salary,performance_rating,work_life_balance,overtime,training_hours,job_satisfaction,distance_from_home_km,attrition
EMP-30573,Sales,Sales Director,Male,56,8,7015,84187,3,1,No,16,4,28,No
EMP-30574,Marketing,Content Strategist,Non-Binary,48,10,6751,81020,4,2,Yes,54,2,32,Yes
EMP-30575,Human Resources,Recruiting Lead,Male,50,20,12323,147877,3,3,No,33,3,18,No
EMP-30576,Sales,Account Manager,Female,55,15,10999,131999,2,4,No,29,5,14,No
EMP-30577,Finance,Controller,Non-Binary,43,8,4753,57039,4,2,No,30,3,42,Yes
EMP-30578,Finance,Accountant,Male,31,7,12403,148840,4,3,No,22,5,25,No
EMP-30579,Product,Data Analyst,Male,29,3,12922,155071,2,3,Yes,20,2,18,Yes
EMP-30580,Human Resources,HR Generalist,Male,25,2,8858,106303,3,2,No,8,4,44,No
EMP-30581,Sales,Sales Director,Female,53,10,11470,137647,4,3,No,36,5,16,No
EMP-30582,Marketing,Growth Marketer,Female,59,13,11248,134979,4,4,No,47,4,42,No
EMP-30583,Marketing,Growth Marketer,Non-Binary,46,18,11144,133735,1,4,No,9,2,26,No
EMP-30584,Human Resources,People Partner,Female,38,9,10321,123860,3,4,Yes,15,4,3,No
EMP-30585,Engineering,QA Specialist,Female,44,7,13392,160711,3,2,Yes,8,3,10,Yes
EMP-30586,Product,Data Analyst,Female,50,9,8729,104757,4,4,Yes,8,2,21,Yes
EMP-30587,Finance,Financial Analyst,Non-Binary,55,12,11075,132906,5,1,No,31,3,41,Yes
EMP-30588,Sales,Account Manager,Non-Binary,42,2,9685,116227,2,2,Yes,16,2,37,Yes
EMP-30589,Human Resources,Recruiting Lead,Female,35,3,13080,156962,3,3,Yes,54,3,9,Yes
EMP-30590,Finance,Financial Analyst,Male,47,2,11876,142515,4,3,Yes,52,4,3,Yes
EMP-30591,Sales,Sales Executive,Non-Binary,27,5,6669,80031,3,4,No,42,4,24,No
EMP-30592,Engineering,QA Specialist,Male,52,1,11431,137181,2,3,No,11,1,19,Yes
EMP-30593,Finance,Financial Analyst,Male,41,1,10604,127249,3,3,No,12,2,3,No
EMP-30594,Engineering,DevOps Engineer,Male,28,4,9754,117058,3,2,Yes,57,4,8,Yes
EMP-30595,Human Resources,HR Generalist,Male,24,2,6435,77221,2,1,No,20,1,12,Yes
EMP-30596,Human Resources,Recruiting Lead,Female,24,1,6171,74053,3,1,No,27,3,33,Yes
EMP-30597,Sales,Account Manager,Female,42,11,7445,89351,2,2,Yes,8,2,26,Yes
EMP-30598,Human Resources,People Partner,Male,31,8,11658,139899,3,1,No,52,4,36,No
EMP-30599,Human Resources,People Partner,Male,42,15,4580,54963,4,4,Yes,49,5,6,No
EMP-30600,Human Resources,People Partner,Non-Binary,34,13,5718,68622,5,2,Yes,41,2,45,No
EMP-30601,Engineering,QA Specialist,Female,55,10,11768,141216,3,2,Yes,60,4,22,No
EMP-30602,Engineering,Engineering Lead,Non-Binary,40,7,5336,64042,4,3,Yes,7,2,18,Yes
EMP-30603,Product,UX Designer,Female,55,11,10610,127323,5,2,Yes,41,1,10,No
EMP-30604,Marketing,Content Strategist,Non-Binary,26,3,11506,138073,3,3,No,11,1,39,Yes
EMP-30605,Marketing,Growth Marketer,Female,37,8,8300,99610,3,2,No,35,3,45,No
EMP-30606,Human Resources,People Partner,Male,22,1,5055,60665,3,4,Yes,33,4,3,No
EMP-30607,Sales,Sales Executive,Female,22,1,8565,102781,2,3,No,50,5,11,No
EMP-30608,Product,Product Manager,Male,58,24,8891,106695,2,3,No,29,5,7,No
EMP-30609,Finance,Accountant,Female,24,2,10350,124207,2,4,Yes,49,5,16,Yes
EMP-30610,Product,Product Manager,Male,44,12,13498,161979,4,1,No,43,5,13,No
EMP-30611,Product,Product Manager,Female,59,7,13464,161570,3,3,Yes,38,5,17,No
EMP-30612,Engineering,Engineering Lead,Female,40,12,12794,153532,2,3,Yes,58,3,30,Yes
EMP-30613,Human Resources,Recruiting Lead,Female,22,1,8031,96374,2,1,No,32,2,42,No
EMP-30614,Sales,Account Manager,Male,59,22,12693,152318,2,1,Yes,58,4,5,Yes
EMP-30615,Human Resources,People Partner,Male,29,1,10373,124477,4,3,No,58,1,38,No
EMP-30616,Finance,Accountant,Non-Binary,22,1,10889,130679,3,1,Yes,13,4,45,Yes
EMP-30617,Sales,Sales Director,Male,44,22,11035,132422,3,2,No,59,4,4,Yes
EMP-30618,Product,Data Analyst,Female,30,7,9282,111390,2,4,Yes,41,3,28,No
EMP-30619,Product,Data Analyst,Female,41,14,4057,48692,5,2,No,43,3,25,No
EMP-30620,Finance,Controller,Male,59,6,5380,64568,1,4,Yes,18,3,26,Yes
EMP-30621,Product,Data Analyst,Non-Binary,51,10,11730,140762,3,3,Yes,27,1,4,Yes
EMP-30622,Engineering,Engineering Lead,Female,39,17,8294,99534,3,2,Yes,40,2,8,Yes
EMP-30623,Human Resources,Recruiting Lead,Non-Binary,50,10,9201,110421,3,2,No,46,5,20,No
EMP-30624,Sales,Account Manager,Female,60,19,10197,122365,3,1,No,14,1,6,No
EMP-30625,Engineering,Engineering Lead,Female,49,21,10062,120750,2,2,No,12,5,6,No
EMP-30626,Finance,Controller,Male,35,6,6360,76322,3,2,Yes,20,5,31,No
EMP-30627,Engineering,QA Specialist,Non-Binary,47,17,5198,62380,3,3,No,28,2,16,No
EMP-30628,Marketing,Content Strategist,Female,32,1,5232,62793,3,2,No,21,4,33,Yes
EMP-30629,Sales,Sales Director,Male,47,19,13083,157000,3,2,No,12,4,15,No
EMP-30630,Sales,Sales Executive,Male,59,8,4653,55840,3,2,No,26,1,16,Yes
EMP-30631,Marketing,SEO Specialist,Non-Binary,50,12,12886,154641,4,3,No,25,4,45,No
EMP-30632,Product,UX Designer,Non-Binary,27,4,7033,84407,3,4,No,18,3,42,No
EMP-30633,Marketing,Content Strategist,Non-Binary,26,1,11285,135431,3,2,Yes,34,2,4,Yes
EMP-30634,Finance,Financial Analyst,Non-Binary,34,7,10211,122532,4,2,No,31,2,40,Yes
EMP-30635,Sales,Sales Director,Male,48,18,7874,94488,4,3,Yes,56,5,35,No
EMP-30636,Engineering,Engineering Lead,Non-Binary,39,8,12204,146451,5,3,No,22,1,4,No
EMP-30637,Engineering,Software Engineer,Female,31,8,12264,147173,4,2,Yes,27,3,38,Yes
EMP-30638,Engineering,Software Engineer,Non-Binary,26,5,9710,116525,4,3,Yes,18,2,41,No
EMP-30639,Marketing,Growth Marketer,Female,35,9,7099,85197,4,4,Yes,11,1,21,No
EMP-30640,Engineering,DevOps Engineer,Female,51,12,8071,96854,2,1,No,23,2,25,Yes
EMP-30641,Marketing,Growth Marketer,Female,48,6,3785,45425,5,4,Yes,26,3,25,No
EMP-30642,Product,Product Manager,Male,37,10,3793,45519,3,4,No,20,3,15,No
EMP-30643,Human Resources,HR Generalist,Non-Binary,43,9,8908,106903,3,3,Yes,31,1,16,No
EMP-30644,Finance,Financial Analyst,Male,50,19,12201,146422,3,2,No,13,1,17,No
EMP-30645,Product,Product Manager,Non-Binary,33,1,13718,164620,2,2,Yes,36,3,26,Yes
EMP-30646,Finance,Financial Analyst,Non-Binary,43,14,6514,78173,3,1,No,22,1,13,Yes
EMP-30647,Sales,Account Manager,Female,45,24,12527,150331,1,3,Yes,26,4,45,No
EMP-30648,Marketing,SEO Specialist,Male,50,21,10441,125297,2,2,No,40,2,37,Yes
EMP-30649,Marketing,Content Strategist,Non-Binary,41,19,5697,68367,2,3,Yes,46,1,42,Yes
EMP-30650,Finance,Controller,Non-Binary,39,17,4983,59798,3,2,Yes,18,5,24,No
EMP-30651,Human Resources,People Partner,Non-Binary,34,10,5071,60859,3,2,No,14,1,8,No
EMP-30652,Product,Product Manager,Male,50,10,13471,161657,1,1,No,49,3,28,No
EMP-30653,Finance,Controller,Non-Binary,47,13,7725,92708,3,3,Yes,34,2,39,Yes
EMP-30654,Product,UX Designer,Female,42,20,4861,58340,5,2,No,49,5,8,No
EMP-30655,Marketing,Content Strategist,Male,29,1,13497,161972,2,2,No,13,2,7,Yes
EMP-30656,Finance,Financial Analyst,Male,40,6,9682,116191,3,3,Yes,51,2,10,No
EMP-30657,Product,UX Designer,Female,33,7,8955,107470,4,3,Yes,5,2,21,Yes
EMP-30658,Marketing,Content Strategist,Male,56,14,8567,102804,4,3,No,29,1,20,No
EMP-30659,Finance,Controller,Male,59,25,9596,115157,3,3,No,50,4,31,No
EMP-30660,Finance,Controller,Female,53,5,4569,54835,1,3,Yes,55,3,45,Yes
EMP-30661,Sales,Sales Executive,Non-Binary,24,2,13083,156997,2,3,No,14,3,30,No
EMP-30662,Sales,Account Manager,Female,33,7,7533,90397,3,1,Yes,42,2,32,No
EMP-30663,Human Resources,People Partner,Non-Binary,36,10,9767,117208,3,2,Yes,56,5,11,No
EMP-30664,Finance,Controller,Male,46,21,5843,70127,5,3,No,40,4,34,Yes
EMP-30665,Product,Product Manager,Female,33,11,13322,159871,3,4,No,54,2,6,No
EMP-30666,Finance,Accountant,Non-Binary,37,3,12713,152560,2,2,Yes,48,1,42,Yes
EMP-30667,Sales,Account Manager,Non-Binary,51,24,4372,52474,3,3,Yes,36,4,24,Yes
EMP-30668,Finance,Controller,Female,58,10,10943,131326,3,3,No,17,3,30,No
EMP-30669,Human Resources,People Partner,Female,30,2,6346,76153,3,1,No,42,3,5,No
EMP-30670,Marketing,SEO Specialist,Female,44,9,11922,143074,2,4,No,26,1,13,No
EMP-30671,Sales,Sales Director,Male,42,20,4485,53823,3,1,No,18,3,8,No
EMP-30672,Product,Product Manager,Male,60,14,9188,110258,3,1,Yes,60,4,15,Yes
EMP-30673,Marketing,SEO Specialist,Non-Binary,22,1,11766,141203,1,1,Yes,36,2,10,Yes
EMP-30674,Sales,Account Manager,Non-Binary,53,17,12344,148133,4,4,Yes,50,2,44,Yes
EMP-30675,Product,Data Analyst,Male,30,9,4625,55509,3,4,Yes,27,3,44,No
EMP-30676,Product,Data Analyst,Female,30,2,4521,54254,5,2,No,42,4,16,No
EMP-30677,Human Resources,HR Generalist,Male,27,3,10372,124472,4,2,Yes,6,5,33,Yes
EMP-30678,Sales,Sales Executive,Female,43,19,13456,161473,3,3,Yes,20,5,7,No
EMP-30679,Engineering,DevOps Engineer,Non-Binary,48,10,9726,116714,5,3,Yes,7,2,5,No
EMP-30680,Marketing,Content Strategist,Non-Binary,38,1,9691,116299,2,1,No,32,1,28,No
EMP-30681,Human Resources,People Partner,Female,34,3,12045,144547,2,3,No,60,1,14,No
EMP-30682,Engineering,QA Specialist,Male,41,16,6544,78529,3,2,No,13,1,3,Yes
EMP-30683,Engineering,Software Engineer,Male,40,13,3771,45254,2,3,Yes,17,1,16,Yes
EMP-30684,Marketing,SEO Specialist,Female,58,10,5204,62453,1,2,Yes,48,2,44,Yes
EMP-30685,Marketing,Growth Marketer,Non-Binary,51,5,10925,131105,2,2,Yes,50,5,39,No
EMP-30686,Finance,Controller,Non-Binary,53,23,9798,117577,5,3,No,32,4,29,No
EMP-30687,Engineering,DevOps Engineer,Non-Binary,52,15,10918,131020,2,3,Yes,39,5,15,No
EMP-30688,Product,Data Analyst,Male,24,2,9284,111411,3,1,No,12,5,17,Yes
EMP-30689,Product,Data Analyst,Female,54,3,10797,129567,4,2,Yes,22,1,35,Yes
EMP-30690,Product,Product Manager,Female,59,22,8148,97787,4,3,Yes,20,1,23,No
EMP-30691,Marketing,SEO Specialist,Female,34,10,4908,58899,4,3,No,20,4,9,Yes
EMP-30692,Marketing,Growth Marketer,Non-Binary,34,13,6322,75872,3,2,No,21,1,27,Yes
EMP-30693,Marketing,Growth Marketer,Female,22,1,4345,52149,4,4,Yes,54,3,13,Yes
EMP-30694,Product,UX Designer,Male,25,3,7671,92060,3,2,No,53,2,44,Yes
EMP-30695,Marketing,Content Strategist,Female,55,23,10232,122788,3,2,Yes,46,2,7,No
EMP-30696,Engineering,Software Engineer,Female,30,1,6778,81337,1,3,No,36,1,8,No
EMP-30697,Marketing,Growth Marketer,Male,50,12,11053,132643,3,3,No,11,1,45,No
EMP-30698,Finance,Accountant,Female,52,3,9449,113395,3,4,Yes,32,2,19,Yes
EMP-30699,Human Resources,HR Generalist,Non-Binary,38,14,8883,106606,2,3,Yes,37,4,30,No
EMP-30700,Sales,Sales Executive,Male,42,15,12232,146785,1,2,No,19,1,30,Yes
EMP-30701,Marketing,Growth Marketer,Non-Binary,49,25,9540,114482,3,3,No,47,3,39,No
EMP-30702,Product,Product Manager,Male,25,3,12467,149607,5,3,Yes,56,4,29,No
EMP-30703,Product,Data Analyst,Non-Binary,58,5,6602,79225,3,3,No,34,1,19,No
EMP-30704,Engineering,Software Engineer,Non-Binary,34,1,4768,57221,3,3,No,20,2,16,Yes
EMP-30705,Marketing,Growth Marketer,Non-Binary,46,12,4808,57700,3,1,No,28,5,6,No
EMP-30706,Human Resources,HR Generalist,Male,37,9,6393,76723,5,2,Yes,51,2,23,No
EMP-30707,Product,UX Designer,Female,23,2,6043,72523,3,2,Yes,18,1,5,Yes
EMP-30708,Marketing,Content Strategist,Non-Binary,26,1,10214,122577,4,4,Yes,6,4,1,No
EMP-30709,Sales,Sales Director,Female,59,7,4326,51915,4,2,Yes,16,1,44,Yes
EMP-30710,Sales,Sales Director,Female,50,21,6418,77026,4,2,Yes,40,3,43,Yes
EMP-30711,Human Resources,HR Generalist,Male,48,4,11236,134839,3,3,No,22,2,27,No
EMP-30712,Engineering,QA Specialist,Female,42,7,8540,102486,4,4,No,39,2,26,No
EMP-30713,Product,Data Analyst,Non-Binary,45,2,9581,114973,2,4,No,7,2,13,Yes
EMP-30714,Marketing,SEO Specialist,Female,59,8,12766,153196,3,1,Yes,47,3,42,Yes
EMP-30715,Finance,Financial Analyst,Female,23,2,7203,86438,1,2,Yes,42,4,14,Yes
EMP-30716,Marketing,Content Strategist,Female,33,5,11436,137241,4,2,No,21,3,18,No
EMP-30717,Marketing,SEO Specialist,Male,24,2,8415,100985,3,1,No,5,4,37,No
EMP-30718,Finance,Financial Analyst,Female,41,18,8494,101936,2,3,No,28,3,14,No
EMP-30719,Finance,Financial Analyst,Non-Binary,44,21,13201,158422,3,3,Yes,42,1,9,Yes
EMP-30720,Marketing,Content Strategist,Female,32,6,6516,78198,4,2,Yes,43,4,3,Yes
EMP-30721,Human Resources,HR Generalist,Non-Binary,36,3,12951,155416,3,2,Yes,33,5,10,Yes
EMP-30722,Sales,Account Manager,Non-Binary,28,6,8959,107511,3,1,No,54,1,14,Yes
EMP-30723,Engineering,DevOps Engineer,Non-Binary,59,10,6442,77312,3,3,No,22,2,30,No
EMP-30724,Marketing,Content Strategist,Non-Binary,37,14,4741,56902,4,2,No,41,4,17,Yes
EMP-30725,Marketing,SEO Specialist,Non-Binary,44,23,10556,126681,3,2,Yes,16,4,13,No
EMP-30726,Human Resources,People Partner,Female,31,8,11716,140597,2,2,Yes,48,3,2,Yes
EMP-30727,Finance,Financial Analyst,Female,30,8,7982,95785,2,2,No,50,1,43,Yes
EMP-30728,Engineering,QA Specialist,Non-Binary,46,11,11000,132002,3,1,No,19,5,6,No
EMP-30729,Engineering,QA Specialist,Male,30,3,9559,114716,4,2,No,54,3,44,No
EMP-30730,Finance,Accountant,Male,55,23,5222,62672,3,4,No,36,4,18,No
EMP-30731,Finance,Financial Analyst,Female,38,7,13696,164361,4,3,No,17,2,29,No
EMP-30732,Sales,Sales Director,Female,59,6,4621,55461,4,2,Yes,5,2,25,Yes
EMP-30733,Human Resources,HR Generalist,Male,38,7,13515,162182,3,2,No,41,4,22,No
EMP-30734,Human Resources,HR Generalist,Female,44,16,6465,77587,2,1,Yes,5,5,37,No
EMP-30735,Engineering,Engineering Lead,Male,23,2,4315,51781,3,2,Yes,34,4,15,Yes
EMP-30736,Sales,Sales Director,Female,34,5,4685,56224,4,3,Yes,54,2,44,No
EMP-30737,Product,UX Designer,Non-Binary,23,1,8249,98998,3,1,Yes,35,2,12,Yes
EMP-30738,Product,Data Analyst,Female,27,2,11976,143720,2,3,No,27,2,16,No
EMP-30739,Product,Data Analyst,Female,58,14,12186,146243,1,2,Yes,57,3,40,No
EMP-30740,Finance,Controller,Non-Binary,51,12,5005,60071,3,2,Yes,17,2,13,Yes
EMP-30741,Finance,Controller,Non-Binary,25,4,13184,158210,1,3,Yes,34,3,1,Yes
EMP-30742,Product,UX Designer,Male,36,15,4012,48148,1,3,No,36,3,34,No
EMP-30743,Human Resources,Recruiting Lead,Female,56,11,3803,45640,3,3,Yes,24,3,3,Yes
EMP-30744,Human Resources,HR Generalist,Male,47,14,10544,126530,3,2,No,16,5,28,No
EMP-30745,Engineering,Software Engineer,Female,30,1,7119,85431,4,4,No,53,3,3,No
EMP-30746,Product,UX Designer,Female,31,2,9069,108831,4,2,Yes,23,5,13,No
EMP-30747,Marketing,Content Strategist,Female,46,15,6550,78608,5,2,No,41,5,45,No
EMP-30748,Marketing,SEO Specialist,Female,50,9,10528,126342,2,3,Yes,30,4,30,No
EMP-30749,Human Resources,Recruiting Lead,Male,54,15,10574,126895,3,3,No,18,4,31,No
EMP-30750,Sales,Account Manager,Non-Binary,35,14,4946,59354,3,2,Yes,21,2,29,Yes
EMP-30751,Marketing,Growth Marketer,Male,40,2,9019,108238,3,2,No,9,5,29,No
EMP-30752,Finance,Financial Analyst,Female,59,5,12016,144202,2,4,Yes,47,2,31,No
EMP-30753,Marketing,Growth Marketer,Male,31,6,8003,96038,4,4,Yes,14,2,1,Yes
EMP-30754,Marketing,Growth Marketer,Non-Binary,54,19,7561,90734,4,1,Yes,14,3,12,Yes
EMP-30755,Human Resources,Recruiting Lead,Male,22,1,13312,159748,4,4,Yes,31,5,3,No
EMP-30756,Sales,Sales Executive,Male,39,3,12719,152630,5,2,No,26,2,9,No
EMP-30757,Marketing,Growth Marketer,Non-Binary,56,9,10484,125810,4,3,No,60,4,2,No
EMP-30758,Engineering,Engineering Lead,Male,23,2,6724,80698,5,1,No,55,2,16,No
EMP-30759,Engineering,Software Engineer,Female,59,3,11718,140626,4,2,No,23,2,25,No
EMP-30760,Engineering,Engineering Lead,Male,54,23,8757,105087,3,4,No,35,4,20,No
EMP-30761,Product,UX Designer,Female,45,17,8524,102295,3,3,No,53,5,32,No
EMP-30762,Marketing,Content Strategist,Female,54,12,13387,160655,3,1,Yes,51,5,33,No
EMP-30763,Sales,Account Manager,Male,38,6,4647,55768,3,1,Yes,41,5,34,No
EMP-30764,Sales,Sales Executive,Female,58,1,3906,46874,3,3,Yes,60,2,43,Yes
EMP-30765,Marketing,SEO Specialist,Female,54,9,12275,147310,3,2,No,9,3,43,No
EMP-30766,Product,UX Designer,Non-Binary,46,13,3827,45926,3,2,Yes,41,1,7,Yes
EMP-30767,Product,UX Designer,Female,50,21,8126,97516,3,3,No,53,4,24,No
EMP-30768,Product,UX Designer,Female,47,9,9000,108000,5,1,No,13,1,33,No
EMP-30769,Marketing,SEO Specialist,Male,59,14,7145,85743,3,2,Yes,9,4,24,Yes
EMP-30770,Finance,Controller,Non-Binary,55,16,9530,114365,2,3,No,14,4,24,No
EMP-30771,Marketing,Content Strategist,Male,22,1,4591,55093,3,3,Yes,31,5,11,No
EMP-30772,Finance,Accountant,Non-Binary,36,11,9497,113968,3,3,Yes,8,4,31,Yes
EMP-30773,Human Resources,Recruiting Lead,Male,59,2,6434,77211,2,4,No,20,1,13,Yes
EMP-30774,Product,Product Manager,Non-Binary,37,8,12715,152583,1,1,Yes,56,5,17,No
EMP-30775,Human Resources,Recruiting Lead,Female,54,18,7282,87386,3,2,No,13,3,23,Yes
EMP-30776,Human Resources,HR Generalist,Female,26,3,5856,70278,3,2,No,27,4,34,No
EMP-30777,Engineering,Engineering Lead,Non-Binary,56,7,10851,130218,3,3,Yes,47,2,22,Yes
EMP-30778,Human Resources,Recruiting Lead,Non-Binary,49,8,10926,131120,5,3,No,50,5,28,No
EMP-30779,Engineering,Engineering Lead,Non-Binary,56,5,7321,87863,5,2,Yes,49,1,39,Yes
EMP-30780,Finance,Financial Analyst,Non-Binary,49,5,6630,79568,4,4,No,45,4,27,No
EMP-30781,Sales,Sales Director,Male,47,22,9611,115343,3,2,No,58,1,32,No
EMP-30782,Human Resources,HR Generalist,Female,52,19,11689,140274,4,4,Yes,10,1,9,No
EMP-30783,Human Resources,HR Generalist,Non-Binary,25,3,13100,157205,4,3,Yes,58,1,13,No
EMP-30784,Product,UX Designer,Male,28,2,5106,61279,4,3,Yes,41,1,41,Yes
EMP-30785,Marketing,SEO Specialist,Female,32,5,12657,151890,5,2,Yes,14,1,7,Yes
EMP-30786,Human Resources,Recruiting Lead,Male,37,7,11156,133881,3,3,No,17,2,25,Yes
EMP-30787,Sales,Sales Director,Non-Binary,27,3,3908,46899,3,3,No,25,5,34,No
EMP-30788,Engineering,QA Specialist,Male,25,2,13407,160886,3,2,No,8,4,18,No
EMP-30789,Product,Data Analyst,Male,37,6,9380,112566,2,3,No,6,2,17,No
EMP-30790,Marketing,Content Strategist,Male,23,1,8862,106349,3,3,Yes,20,3,45,No
EMP-30791,Sales,Account Manager,Female,36,8,8514,102169,3,2,No,9,4,9,No
EMP-30792,Human Resources,HR Generalist,Female,42,10,9838,118061,5,2,Yes,16,4,27,Yes
EMP-30793,Marketing,SEO Specialist,Male,59,7,12473,149678,4,3,Yes,43,3,12,No
EMP-30794,Engineering,DevOps Engineer,Male,44,2,10758,129104,2,4,Yes,45,2,37,Yes
EMP-30795,Sales,Account Manager,Non-Binary,56,20,10784,129414,4,3,No,56,4,31,No
EMP-30796,Product,Data Analyst,Male,30,1,6164,73973,3,1,Yes,14,4,23,Yes
EMP-30797,Finance,Controller,Female,42,15,11045,132550,5,4,Yes,10,1,27,No
EMP-30798,Sales,Sales Executive,Male,47,21,11632,139587,3,3,Yes,5,3,17,Yes
EMP-30799,Marketing,Content Strategist,Female,39,10,6491,77896,3,2,No,42,1,17,Yes
EMP-30800,Product,Data Analyst,Male,25,4,10623,127477,2,4,No,30,5,16,No
